none[0.6882]  arg1_node[0.2762]  arg2_node[0.0356]  none
none[0.3185]  arg1_node[0.6770]  arg2_node[0.0046]  arg1_node
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9745]  arg1_node[0.0232]  arg2_node[0.0023]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0705]  arg1_node[0.0002]  arg2_node[0.9292]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9677]  arg1_node[0.0000]  arg2_node[0.0323]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9796]  arg1_node[0.0201]  arg2_node[0.0002]  none
none[0.9796]  arg1_node[0.0201]  arg2_node[0.0002]  none
none[0.9798]  arg1_node[0.0200]  arg2_node[0.0002]  none
none[0.9796]  arg1_node[0.0201]  arg2_node[0.0002]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.5339]  arg1_node[0.4651]  arg2_node[0.0010]  none
none[0.3095]  arg1_node[0.6864]  arg2_node[0.0040]  arg1_node
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9737]  arg1_node[0.0242]  arg2_node[0.0021]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
