wsj_2333.ptree,0,4,0..1,.
wsj_2333.ptree,1,6,1..6,START
wsj_2333.ptree,1,8,9..15,Robert
wsj_2333.ptree,1,10,16..18,G.
wsj_2333.ptree,1,12,19..25,Walden
wsj_2333.ptree,1,14,25..26,COMMA
wsj_2333.ptree,1,18,27..29,62
wsj_2333.ptree,1,20,30..35,years
wsj_2333.ptree,1,22,36..39,old
wsj_2333.ptree,1,24,39..40,COMMA
wsj_2333.ptree,1,27,41..44,was
wsj_2333.ptree,1,30,45..52,elected
wsj_2333.ptree,1,34,53..54,a
wsj_2333.ptree,1,36,55..63,director
wsj_2333.ptree,1,39,64..66,of
wsj_2333.ptree,1,43,67..71,this
wsj_2333.ptree,1,45,72..80,provider
wsj_2333.ptree,1,48,81..83,of
wsj_2333.ptree,1,51,84..92,advanced
wsj_2333.ptree,1,53,93..103,technology
wsj_2333.ptree,1,55,104..111,systems
wsj_2333.ptree,1,57,112..115,and
wsj_2333.ptree,1,59,116..124,services
wsj_2333.ptree,1,61,124..125,COMMA
wsj_2333.ptree,1,65,126..136,increasing
wsj_2333.ptree,1,68,137..140,the
wsj_2333.ptree,1,70,141..146,board
wsj_2333.ptree,1,73,147..149,to
wsj_2333.ptree,1,76,150..155,eight
wsj_2333.ptree,1,78,156..163,members
wsj_2333.ptree,1,80,163..164,.
wsj_2333.ptree,2,5,165..167,He
wsj_2333.ptree,2,8,168..175,retired
wsj_2333.ptree,2,11,176..178,as
wsj_2333.ptree,2,15,179..185,senior
wsj_2333.ptree,2,20,186..190,vice
wsj_2333.ptree,2,22,191..200,president
wsj_2333.ptree,2,24,200..201,COMMA
wsj_2333.ptree,2,28,202..209,finance
wsj_2333.ptree,2,30,210..213,and
wsj_2333.ptree,2,33,214..228,administration
wsj_2333.ptree,2,35,228..229,COMMA
wsj_2333.ptree,2,37,230..233,and
wsj_2333.ptree,2,40,234..239,chief
wsj_2333.ptree,2,42,240..249,financial
wsj_2333.ptree,2,44,250..257,officer
wsj_2333.ptree,2,47,258..260,of
wsj_2333.ptree,2,50,261..264,the
wsj_2333.ptree,2,52,265..272,company
wsj_2333.ptree,2,55,273..277,Oct.
wsj_2333.ptree,2,57,278..279,1
wsj_2333.ptree,2,59,279..280,.
