wsj_2324.ptree,0,4,0..1,.
wsj_2324.ptree,1,5,1..6,START
wsj_2324.ptree,1,7,9..13,Syms
wsj_2324.ptree,1,9,14..19,Corp.
wsj_2324.ptree,1,12,20..29,completed
wsj_2324.ptree,1,16,30..33,the
wsj_2324.ptree,1,18,34..38,sale
wsj_2324.ptree,1,21,39..41,of
wsj_2324.ptree,1,25,42..45,its
wsj_2324.ptree,1,27,46..48,A.
wsj_2324.ptree,1,29,49..54,Sulka
wsj_2324.ptree,1,31,55..56,&
wsj_2324.ptree,1,33,57..60,Co.
wsj_2324.ptree,1,35,61..71,subsidiary
wsj_2324.ptree,1,37,71..72,COMMA
wsj_2324.ptree,1,41,73..74,a
wsj_2324.ptree,1,43,75..78,men
wsj_2324.ptree,1,45,78..80,'s
wsj_2324.ptree,1,47,81..87,luxury
wsj_2324.ptree,1,49,88..100,haberdashery
wsj_2324.ptree,1,51,100..101,COMMA
wsj_2324.ptree,1,54,102..104,to
wsj_2324.ptree,1,57,105..110,Luxco
wsj_2324.ptree,1,59,111..122,Investments
wsj_2324.ptree,1,61,122..123,.
wsj_2324.ptree,2,5,126..131,Terms
wsj_2324.ptree,2,8,132..136,were
wsj_2324.ptree,2,10,136..139,n't
wsj_2324.ptree,2,13,140..149,disclosed
wsj_2324.ptree,2,15,149..150,.
wsj_2324.ptree,3,6,153..155,As
wsj_2324.ptree,3,12,156..160,Syms
wsj_2324.ptree,3,14,160..162,'s
wsj_2324.ptree,3,18,164..168,core
wsj_2324.ptree,3,20,169..177,business
wsj_2324.ptree,3,23,178..180,of
wsj_2324.ptree,3,26,181..190,off-price
wsj_2324.ptree,3,28,191..200,retailing
wsj_2324.ptree,3,31,201..206,grows
wsj_2324.ptree,3,33,206..207,COMMA
wsj_2324.ptree,3,37,208..209,a
wsj_2324.ptree,3,39,210..215,small
wsj_2324.ptree,3,41,216..226,subsidiary
wsj_2324.ptree,3,45,227..231,that
wsj_2324.ptree,3,49,232..234,is
wsj_2324.ptree,3,52,235..248,operationally
wsj_2324.ptree,3,54,249..258,unrelated
wsj_2324.ptree,3,57,259..266,becomes
wsj_2324.ptree,3,60,267..268,a
wsj_2324.ptree,3,62,269..278,difficult
wsj_2324.ptree,3,64,279..290,distraction
wsj_2324.ptree,3,66,290..291,COMMA
wsj_2324.ptree,3,71,293..297,said
wsj_2324.ptree,3,75,298..303,Marcy
wsj_2324.ptree,3,77,304..308,Syms
wsj_2324.ptree,3,79,308..309,COMMA
wsj_2324.ptree,3,83,310..319,president
wsj_2324.ptree,3,86,320..322,of
wsj_2324.ptree,3,89,323..326,the
wsj_2324.ptree,3,91,327..333,parent
wsj_2324.ptree,3,93,333..334,COMMA
wsj_2324.ptree,3,96,335..337,in
wsj_2324.ptree,3,99,338..339,a
wsj_2324.ptree,3,101,340..349,statement
wsj_2324.ptree,3,103,349..350,.
wsj_2324.ptree,4,5,353..354,A
wsj_2324.ptree,4,7,355..366,spokeswoman
wsj_2324.ptree,4,10,367..371,said
wsj_2324.ptree,4,15,372..377,Sulka
wsj_2324.ptree,4,18,378..386,operates
wsj_2324.ptree,4,22,387..388,a
wsj_2324.ptree,4,24,389..394,total
wsj_2324.ptree,4,27,395..397,of
wsj_2324.ptree,4,31,398..403,seven
wsj_2324.ptree,4,33,404..410,stores
wsj_2324.ptree,4,37,411..413,in
wsj_2324.ptree,4,40,414..417,the
wsj_2324.ptree,4,42,418..422,U.S.
wsj_2324.ptree,4,44,423..426,and
wsj_2324.ptree,4,47,427..435,overseas
wsj_2324.ptree,4,49,435..436,.
wsj_2324.ptree,5,5,437..441,Syms
wsj_2324.ptree,5,8,442..450,operates
wsj_2324.ptree,5,12,451..453,25
wsj_2324.ptree,5,14,454..463,off-price
wsj_2324.ptree,5,16,464..471,apparel
wsj_2324.ptree,5,18,472..478,stores
wsj_2324.ptree,5,21,479..481,in
wsj_2324.ptree,5,24,482..485,the
wsj_2324.ptree,5,26,486..490,U.S.
