none[0.4372]  arg1_node[0.5286]  arg2_node[0.0343]  arg1_node
none[0.6538]  arg1_node[0.2120]  arg2_node[0.1343]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9810]  arg1_node[0.0128]  arg2_node[0.0062]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.5270]  arg1_node[0.0075]  arg2_node[0.4656]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9728]  arg1_node[0.0006]  arg2_node[0.0266]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9861]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9861]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9859]  arg1_node[0.0001]  arg2_node[0.0140]  none
none[0.1190]  arg1_node[0.8787]  arg2_node[0.0023]  arg1_node
none[0.9756]  arg1_node[0.0234]  arg2_node[0.0010]  none
none[0.9771]  arg1_node[0.0226]  arg2_node[0.0003]  none
none[0.0855]  arg1_node[0.0019]  arg2_node[0.9126]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9482]  arg1_node[0.0000]  arg2_node[0.0517]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9772]  arg1_node[0.0204]  arg2_node[0.0025]  none
none[0.4067]  arg1_node[0.5884]  arg2_node[0.0049]  arg1_node
none[0.9977]  arg1_node[0.0012]  arg2_node[0.0011]  none
none[0.8861]  arg1_node[0.1115]  arg2_node[0.0023]  none
none[0.9622]  arg1_node[0.0332]  arg2_node[0.0046]  none
none[0.9980]  arg1_node[0.0002]  arg2_node[0.0018]  none
none[0.0359]  arg1_node[0.0002]  arg2_node[0.9639]  arg2_node
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9363]  arg1_node[0.0001]  arg2_node[0.0637]  none
none[0.9976]  arg1_node[0.0001]  arg2_node[0.0024]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.0356]  arg1_node[0.9586]  arg2_node[0.0058]  arg1_node
none[0.7163]  arg1_node[0.0178]  arg2_node[0.2659]  none
none[0.9978]  arg1_node[0.0015]  arg2_node[0.0007]  none
none[0.9955]  arg1_node[0.0008]  arg2_node[0.0037]  none
none[0.9978]  arg1_node[0.0015]  arg2_node[0.0007]  none
none[0.9978]  arg1_node[0.0015]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0015]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0015]  arg2_node[0.0007]  none
none[0.0668]  arg1_node[0.0000]  arg2_node[0.9332]  arg2_node
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9947]  arg1_node[0.0001]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0001]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0001]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0001]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0001]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0001]  arg2_node[0.0052]  none
none[0.4765]  arg1_node[0.5225]  arg2_node[0.0011]  arg1_node
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.8750]  arg1_node[0.1245]  arg2_node[0.0005]  none
none[0.9159]  arg1_node[0.0831]  arg2_node[0.0011]  none
none[0.9737]  arg1_node[0.0242]  arg2_node[0.0021]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9741]  arg1_node[0.0256]  arg2_node[0.0003]  none
none[0.4666]  arg1_node[0.5323]  arg2_node[0.0011]  arg1_node
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.2551]  arg1_node[0.7408]  arg2_node[0.0042]  arg1_node
none[0.9659]  arg1_node[0.0315]  arg2_node[0.0026]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9988]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0624]  arg1_node[0.0003]  arg2_node[0.9373]  arg2_node
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9633]  arg1_node[0.0001]  arg2_node[0.0366]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9986]  arg1_node[0.0001]  arg2_node[0.0013]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.3200]  arg1_node[0.6791]  arg2_node[0.0009]  arg1_node
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9989]  arg1_node[0.0000]  arg2_node[0.0011]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9912]  arg1_node[0.0065]  arg2_node[0.0024]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9974]  arg1_node[0.0004]  arg2_node[0.0022]  none
none[0.7148]  arg1_node[0.2845]  arg2_node[0.0007]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
