none[0.9395]  arg1_node[0.0598]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9924]  arg1_node[0.0069]  arg2_node[0.0006]  none
none[0.1136]  arg1_node[0.8731]  arg2_node[0.0133]  arg1_node
none[0.6638]  arg1_node[0.0890]  arg2_node[0.2472]  none
none[0.9775]  arg1_node[0.0107]  arg2_node[0.0118]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.3834]  arg1_node[0.0023]  arg2_node[0.6143]  arg2_node
none[0.9501]  arg1_node[0.0005]  arg2_node[0.0494]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9596]  arg1_node[0.0397]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0010]  arg2_node[0.0008]  none
none[0.9596]  arg1_node[0.0397]  arg2_node[0.0007]  none
none[0.9596]  arg1_node[0.0397]  arg2_node[0.0007]  none
none[0.9596]  arg1_node[0.0397]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0010]  arg2_node[0.0008]  none
none[0.9596]  arg1_node[0.0397]  arg2_node[0.0007]  none
none[0.9596]  arg1_node[0.0397]  arg2_node[0.0007]  none
none[0.9596]  arg1_node[0.0397]  arg2_node[0.0007]  none
none[0.9805]  arg1_node[0.0192]  arg2_node[0.0003]  none
none[0.9805]  arg1_node[0.0192]  arg2_node[0.0003]  none
none[0.7215]  arg1_node[0.2778]  arg2_node[0.0007]  none
none[0.8094]  arg1_node[0.1900]  arg2_node[0.0006]  none
none[0.9324]  arg1_node[0.0670]  arg2_node[0.0006]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0006]  none
none[0.9812]  arg1_node[0.0185]  arg2_node[0.0003]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0006]  none
none[0.9989]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0667]  arg1_node[0.0002]  arg2_node[0.9331]  arg2_node
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0025]  none
none[0.9657]  arg1_node[0.0000]  arg2_node[0.0342]  none
none[0.9987]  arg1_node[0.0000]  arg2_node[0.0012]  none
