wsj_2310.ptree,0,4,0..1,.
wsj_2310.ptree,1,5,1..6,START
wsj_2310.ptree,1,7,9..12,PSE
wsj_2310.ptree,1,9,13..17,Inc.
wsj_2310.ptree,1,12,18..22,said
wsj_2310.ptree,1,17,23..25,it
wsj_2310.ptree,1,20,26..33,expects
wsj_2310.ptree,1,24,34..36,to
wsj_2310.ptree,1,27,37..43,report
wsj_2310.ptree,1,31,44..49,third
wsj_2310.ptree,1,33,50..58,earnings
wsj_2310.ptree,1,36,59..61,of
wsj_2310.ptree,1,41,62..63,$
wsj_2310.ptree,1,43,63..66,1.3
wsj_2310.ptree,1,45,67..74,million
wsj_2310.ptree,1,47,75..77,to
wsj_2310.ptree,1,49,78..79,$
wsj_2310.ptree,1,51,79..82,1.7
wsj_2310.ptree,1,53,83..90,million
wsj_2310.ptree,1,55,90..91,COMMA
wsj_2310.ptree,1,57,92..94,or
wsj_2310.ptree,1,62,95..97,14
wsj_2310.ptree,1,64,98..103,cents
wsj_2310.ptree,1,66,104..106,to
wsj_2310.ptree,1,68,107..109,18
wsj_2310.ptree,1,70,110..115,cents
wsj_2310.ptree,1,73,116..117,a
wsj_2310.ptree,1,75,118..123,share
wsj_2310.ptree,1,77,123..124,.
wsj_2310.ptree,2,5,127..129,In
wsj_2310.ptree,2,8,130..133,the
wsj_2310.ptree,2,10,134..142,year-ago
wsj_2310.ptree,2,12,143..150,quarter
wsj_2310.ptree,2,14,150..151,COMMA
wsj_2310.ptree,2,18,152..155,the
wsj_2310.ptree,2,20,156..164,designer
wsj_2310.ptree,2,22,165..168,and
wsj_2310.ptree,2,24,169..177,operator
wsj_2310.ptree,2,27,178..180,of
wsj_2310.ptree,2,30,181..193,cogeneration
wsj_2310.ptree,2,32,194..197,and
wsj_2310.ptree,2,34,198..203,waste
wsj_2310.ptree,2,36,204..208,heat
wsj_2310.ptree,2,38,209..217,recovery
wsj_2310.ptree,2,40,218..224,plants
wsj_2310.ptree,2,43,225..228,had
wsj_2310.ptree,2,48,229..232,net
wsj_2310.ptree,2,50,233..239,income
wsj_2310.ptree,2,53,240..242,of
wsj_2310.ptree,2,56,243..244,$
wsj_2310.ptree,2,58,244..251,326COMMA000
wsj_2310.ptree,2,60,251..252,COMMA
wsj_2310.ptree,2,62,253..255,or
wsj_2310.ptree,2,66,256..260,four
wsj_2310.ptree,2,68,261..266,cents
wsj_2310.ptree,2,71,267..268,a
wsj_2310.ptree,2,73,269..274,share
wsj_2310.ptree,2,75,274..275,COMMA
wsj_2310.ptree,2,78,276..278,on
wsj_2310.ptree,2,82,279..286,revenue
wsj_2310.ptree,2,85,287..289,of
wsj_2310.ptree,2,89,290..295,about
wsj_2310.ptree,2,91,296..297,$
wsj_2310.ptree,2,93,297..301,41.4
wsj_2310.ptree,2,95,302..309,million
wsj_2310.ptree,2,97,309..310,.
wsj_2310.ptree,3,5,311..314,The
wsj_2310.ptree,3,7,315..322,company
wsj_2310.ptree,3,10,323..327,said
wsj_2310.ptree,3,15,328..331,the
wsj_2310.ptree,3,17,332..343,improvement
wsj_2310.ptree,3,20,344..346,is
wsj_2310.ptree,3,23,347..354,related
wsj_2310.ptree,3,26,355..357,to
wsj_2310.ptree,3,30,358..368,additional
wsj_2310.ptree,3,32,369..381,cogeneration
wsj_2310.ptree,3,34,382..392,facilities
wsj_2310.ptree,3,38,393..397,that
wsj_2310.ptree,3,42,398..402,have
wsj_2310.ptree,3,45,403..407,been
wsj_2310.ptree,3,48,408..411,put
wsj_2310.ptree,3,51,412..416,into
wsj_2310.ptree,3,54,417..426,operation
wsj_2310.ptree,3,56,426..427,.
