wsj_2393.ptree,0,4,0..1,.
wsj_2393.ptree,1,6,1..6,START
wsj_2393.ptree,1,8,9..18,Investors
wsj_2393.ptree,1,12,19..22,who
wsj_2393.ptree,1,16,23..29,bought
wsj_2393.ptree,1,19,30..35,stock
wsj_2393.ptree,1,22,36..40,with
wsj_2393.ptree,1,25,41..49,borrowed
wsj_2393.ptree,1,27,50..55,money
wsj_2393.ptree,1,29,56..58,--
wsj_2393.ptree,1,33,59..63,that
wsj_2393.ptree,1,37,64..66,is
wsj_2393.ptree,1,39,66..67,COMMA
wsj_2393.ptree,1,44,69..71,on
wsj_2393.ptree,1,47,72..78,margin
wsj_2393.ptree,1,51,80..82,--
wsj_2393.ptree,1,54,83..86,may
wsj_2393.ptree,1,57,87..89,be
wsj_2393.ptree,1,60,90..94,more
wsj_2393.ptree,1,62,95..102,worried
wsj_2393.ptree,1,65,103..107,than
wsj_2393.ptree,1,69,108..112,most
wsj_2393.ptree,1,72,113..122,following
wsj_2393.ptree,1,76,123..129,Friday
wsj_2393.ptree,1,78,129..131,'s
wsj_2393.ptree,1,80,132..138,market
wsj_2393.ptree,1,82,139..143,drop
wsj_2393.ptree,1,84,143..144,.
wsj_2393.ptree,2,5,147..151,That
wsj_2393.ptree,2,8,151..153,'s
wsj_2393.ptree,2,11,154..161,because
wsj_2393.ptree,2,15,162..167,their
wsj_2393.ptree,2,17,168..175,brokers
wsj_2393.ptree,2,20,176..179,can
wsj_2393.ptree,2,23,180..187,require
wsj_2393.ptree,2,27,188..192,them
wsj_2393.ptree,2,30,193..195,to
wsj_2393.ptree,2,34,196..200,sell
wsj_2393.ptree,2,37,201..205,some
wsj_2393.ptree,2,39,206..212,shares
wsj_2393.ptree,2,41,213..215,or
wsj_2393.ptree,2,44,216..219,put
wsj_2393.ptree,2,47,220..222,up
wsj_2393.ptree,2,50,223..227,more
wsj_2393.ptree,2,52,228..232,cash
wsj_2393.ptree,2,56,233..235,to
wsj_2393.ptree,2,59,236..243,enhance
wsj_2393.ptree,2,63,244..247,the
wsj_2393.ptree,2,65,248..258,collateral
wsj_2393.ptree,2,68,259..266,backing
wsj_2393.ptree,2,71,267..272,their
wsj_2393.ptree,2,73,273..278,loans
wsj_2393.ptree,2,75,278..279,.
wsj_2393.ptree,3,5,280..282,In
wsj_2393.ptree,3,8,283..290,October
wsj_2393.ptree,3,10,291..295,1987
wsj_2393.ptree,3,12,295..296,COMMA
wsj_2393.ptree,3,15,297..302,these
wsj_2393.ptree,3,17,303..309,margin
wsj_2393.ptree,3,19,310..315,calls
wsj_2393.ptree,3,22,316..320,were
wsj_2393.ptree,3,25,321..328,thought
wsj_2393.ptree,3,29,329..331,to
wsj_2393.ptree,3,32,332..336,have
wsj_2393.ptree,3,35,337..348,contributed
wsj_2393.ptree,3,38,349..351,to
wsj_2393.ptree,3,42,352..355,the
wsj_2393.ptree,3,44,356..364,downward
wsj_2393.ptree,3,46,365..371,spiral
wsj_2393.ptree,3,49,372..374,of
wsj_2393.ptree,3,52,375..378,the
wsj_2393.ptree,3,54,379..384,stock
wsj_2393.ptree,3,56,385..391,market
wsj_2393.ptree,3,58,391..392,.
wsj_2393.ptree,4,5,395..404,Typically
wsj_2393.ptree,4,7,404..405,COMMA
wsj_2393.ptree,4,10,406..407,a
wsj_2393.ptree,4,12,408..414,margin
wsj_2393.ptree,4,14,415..419,call
wsj_2393.ptree,4,17,420..426,occurs
wsj_2393.ptree,4,21,427..431,when
wsj_2393.ptree,4,26,432..435,the
wsj_2393.ptree,4,28,436..441,price
wsj_2393.ptree,4,31,442..444,of
wsj_2393.ptree,4,34,445..446,a
wsj_2393.ptree,4,36,447..452,stock
wsj_2393.ptree,4,39,453..458,falls
wsj_2393.ptree,4,42,459..464,below
wsj_2393.ptree,4,46,465..467,75
wsj_2393.ptree,4,48,467..468,%
wsj_2393.ptree,4,51,469..471,of
wsj_2393.ptree,4,54,472..475,its
wsj_2393.ptree,4,56,476..484,original
wsj_2393.ptree,4,58,485..490,value
wsj_2393.ptree,4,60,490..491,.
wsj_2393.ptree,5,5,492..494,If
wsj_2393.ptree,5,9,495..498,the
wsj_2393.ptree,5,11,499..507,investor
wsj_2393.ptree,5,14,508..512,does
wsj_2393.ptree,5,16,512..515,n't
wsj_2393.ptree,5,19,516..519,put
wsj_2393.ptree,5,22,520..522,up
wsj_2393.ptree,5,25,523..526,the
wsj_2393.ptree,5,27,527..532,extra
wsj_2393.ptree,5,29,533..537,cash
wsj_2393.ptree,5,33,538..540,to
wsj_2393.ptree,5,36,541..548,satisfy
wsj_2393.ptree,5,39,549..552,the
wsj_2393.ptree,5,41,553..557,call
wsj_2393.ptree,5,43,557..558,COMMA
wsj_2393.ptree,5,46,559..562,the
wsj_2393.ptree,5,48,563..572,brokerage
wsj_2393.ptree,5,50,573..577,firm
wsj_2393.ptree,5,53,578..581,may
wsj_2393.ptree,5,56,582..587,begin
wsj_2393.ptree,5,60,588..599,liquidating
wsj_2393.ptree,5,63,600..603,the
wsj_2393.ptree,5,65,604..614,securities
wsj_2393.ptree,5,67,614..615,.
wsj_2393.ptree,6,4,618..621,But
wsj_2393.ptree,6,7,622..626,some
wsj_2393.ptree,6,9,627..630,big
wsj_2393.ptree,6,11,631..640,brokerage
wsj_2393.ptree,6,13,641..646,firms
wsj_2393.ptree,6,16,647..651,said
wsj_2393.ptree,6,21,652..656,they
wsj_2393.ptree,6,24,657..659,do
wsj_2393.ptree,6,26,659..662,n't
wsj_2393.ptree,6,29,663..669,expect
